	GSM1194697	GSM1194698	GSM1194699
MTMR6	106	123	61
MTMR7	26	5	1
MTMR8	0	0	37
ENSG00000285032	184	223	337
ENSG00000220785	62	1	3
ENSG00000226529	0	0	0
ENSG00000229088	15	24	24
ENSG00000228166	2	10	157
ENSG00000225433	0	0	0
ENSG00000227225	0	0	0
ENSG00000264168	3	6	3
ENSG00000239586	0	0	0
ENSG00000228122	1	0	0
ENSG00000225276	0	0	0
ENSG00000251449	0	0	0
ENSG00000235646	0	1	0
ENSG00000226794	0	0	0
ENSG00000235940	0	0	0
ENSG00000251407	7	5	4
ENSG00000225972	103	110	40
ENSG00000257858	0	0	0
ENSG00000234576	0	0	0
ENSG00000223921	0	2	0
ENSG00000230158	0	0	0
ENSG00000237722	0	0	0
ENSG00000239648	0	0	0
ENSG00000238047	0	0	0
ENSG00000235170	0	0	0
ENSG00000232282	28	68	4
ENSG00000235539	0	0	0
ENSG00000225514	0	0	1
ENSG00000255055	0	0	0
ENSG00000253245	1	0	1
ENSG00000230764	0	0	0
ENSG00000253795	0	0	0
ENSG00000254346	0	0	0
ENSG00000282321	0	0	0
ENSG00000263177	4	1	1
ENSG00000228995	15	17	13
ENSG00000237124	3	0	0
ENSG00000228725	17	25	41
ENSG00000263914	1	4	0
ENSG00000240796	0	0	0
ENSG00000231152	1	0	0
ENSG00000230818	10	10	1
ENSG00000258239	0	0	0
ENSG00000234939	0	0	0
ENSG00000231567	0	0	0
ENSG00000229954	32	24	11
ENSG00000229701	0	0	0
ENSG00000230950	0	1	1
ENSG00000231954	0	0	0
ENSG00000232631	0	0	0
ENSG00000231947	1	1	0
ENSG00000228182	0	0	0
ENSG00000254565	0	9	9
ENSG00000225630	17594	19200	8546
ENSG00000233595	12	10	4
ENSG00000234850	0	0	0
ENSG00000227937	0	0	0
ENSG00000251252	10	3	4
ENSG00000254090	1	0	0
ENSG00000248907	0	0	0
ENSG00000253828	0	0	1
ENSG00000230130	0	0	0
ENSG00000230252	0	0	0
ENSG00000236483	0	0	0
ENSG00000224354	1	0	0
ENSG00000237309	0	0	0
ENSG00000253970	0	0	0
ENSG00000237257	7	3	1
ENSG00000225901	23	36	7
ENSG00000226118	0	0	0
ENSG00000233286	0	0	0
ENSG00000259626	0	0	0
ENSG00000263196	0	0	0
ENSG00000224590	0	0	0
ENSG00000233134	0	0	0
ENSG00000271480	0	0	0
ENSG00000230052	0	0	0
ENSG00000220733	0	0	0
ENSG00000235794	0	0	0
ENSG00000288303	0	0	0
ENSG00000238288	0	0	1
ENSG00000249045	0	0	0
ENSG00000249192	0	0	0
ENSG00000249127	0	0	0
ENSG00000230302	0	0	0
ENSG00000251353	0	0	0
ENSG00000242214	0	0	0
ENSG00000240824	0	0	0
ENSG00000283116	0	0	0
ENSG00000227557	0	0	0
ENSG00000231501	0	0	0
ENSG00000240084	0	0	0
ENSG00000234163	0	0	0
ENSG00000236300	0	0	0
ENSG00000235318	0	0	0
ENSG00000243104	0	0	0
ENSG00000234731	0	0	0
ENSG00000241221	0	0	0
ENSG00000254747	0	0	0
ENSG00000219087	0	0	0
ENSG00000248315	0	0	0
ENSG00000220514	0	0	0
ENSG00000282857	0	0	0
ENSG00000248133	0	0	0
ENSG00000262259	0	0	0
ENSG00000260067	0	0	0
ENSG00000254015	0	0	0
ENSG00000239632	0	0	0
ENSG00000198868	29	38	29
ENSG00000248259	0	0	0
ENSG00000270350	2	7	0
ENSG00000240791	0	0	0
ENSG00000227795	0	0	0
ENSG00000228597	0	0	0
ENSG00000282824	4	2	4
ENSG00000234099	2	0	0
ENSG00000247627	14076	15572	8047
ENSG00000216713	0	1	1
ENSG00000236254	6	5	184
ENSG00000227321	0	0	2
ENSG00000241787	8	6	1
ENSG00000242178	0	0	0
ENSG00000228694	0	0	0
ENSG00000230338	1	0	0
ENSG00000248704	0	0	0
ENSG00000233377	0	0	0
ENSG00000231777	0	0	0
ENSG00000232772	2	0	0
ENSG00000225796	2	0	0
ENSG00000232177	13	10	11
ENSG00000226700	0	0	3
ENSG00000234065	2	0	1
ENSG00000230548	0	0	0
ENSG00000233709	1	0	0
ENSG00000249177	0	0	0
ENSG00000225959	0	0	0
ENSG00000227454	40	22	5
ENSG00000235382	0	0	0
ENSG00000226056	11	53	7
ENSG00000258762	0	0	0
ENSG00000262322	26	0	0
ENSG00000270906	106	144	122
ENSG00000225295	0	0	0
ENSG00000227584	0	0	0
ENSG00000224042	0	0	0
ENSG00000253257	0	0	0
ENSG00000248548	1	0	0
ENSG00000250050	0	0	0
ENSG00000227999	0	0	0
ENSG00000271687	30	41	15
ENSG00000248923	102	115	118
ENSG00000251544	4	18	7
ENSG00000250169	1	2	0
ENSG00000230225	0	4	2
ENSG00000231888	0	0	1
ENSG00000243658	0	0	3
ENSG00000236626	0	2	0
ENSG00000227860	6	0	0
ENSG00000283014	8	0	0
ENSG00000229622	12	2	22
ENSG00000238256	0	0	0
ENSG00000255123	0	0	0
ENSG00000238046	0	0	0
ENSG00000235080	0	0	0
ENSG00000224852	1	0	0
ENSG00000227348	10	0	0
ENSG00000234886	40	3	37
ENSG00000225045	0	1	0
ENSG00000223549	1	0	0
ENSG00000234934	1	0	0
ENSG00000232447	0	0	0
ENSG00000233039	0	0	0
ENSG00000227841	0	0	0
ENSG00000259379	26	0	8
ENSG00000261904	0	0	0
ENSG00000260147	0	0	0
ENSG00000258923	0	0	0
ENSG00000251212	0	0	0
ENSG00000259593	0	0	1
ENSG00000253685	0	0	0
ENSG00000251149	0	0	0
ENSG00000228440	0	0	0
ENSG00000230531	0	0	0
ENSG00000230999	1	0	0
ENSG00000248748	3	12	0
ENSG00000223955	0	0	0
ENSG00000227275	0	0	0
ENSG00000226839	0	0	0
ENSG00000235039	0	0	0
ENSG00000234901	0	0	0
ENSG00000283066	0	0	0
ENSG00000225723	0	0	0
ENSG00000249893	0	0	0
ENSG00000249770	0	0	0
ENSG00000227714	0	1	14
ENSG00000254384	1	0	0
ENSG00000250389	0	0	0
ENSG00000254156	0	0	0
ENSG00000223431	0	0	0
ENSG00000270230	1	0	1
ENSG00000232922	0	0	0
ENSG00000255316	0	0	0
ENSG00000254132	1	2	0
ENSG00000227649	10	38	18
ENSG00000262107	0	0	0
ENSG00000249119	8	9	11
ENSG00000227730	0	0	0
ENSG00000240034	0	0	0
ENSG00000224695	0	0	0
ENSG00000248136	0	0	0
ENSG00000233248	0	0	0
MTNR1A	0	0	0
MTNR1B	0	0	0
MTO1	639	619	533
MTOR	1069	759	390
MTPAP	665	681	503
MTPN	1344	1036	417
MTR	303	563	157
MTRF1	105	71	63
MTRF1L	642	669	266
ENSG00000256091	0	0	0
ENSG00000285363	19	0	1
ENSG00000256618	3727200	5713850	3148970
ENSG00000256045	2215740	3238770	1508360
ENSG00000270188	602347	865027	550617
ENSG00000269028	4717020	8501240	4496110
ENSG00000270394	1011	1602	856
ENSG00000271043	0	0	0
ENSG00000256222	9700	17875	14426
ENSG00000232196	16870	19111	9705
ENSG00000249860	99	185	116
ENSG00000282017	2066704	2898920	1404786
ENSG00000256892	1091	2061	989
ENSG00000255823	2620710	3669630	2032160
ENSG00000255633	0	0	0
MTRR	657	427	314
MTSS1	698	940	297
MTTP	4	0	0
MTURN	216	275	119
MTUS1	3068	3228	1991
MTUS2	0	0	0
MTX1	381	629	118
ENSG00000263037	0	0	0
MTX2	423	250	198
MTX3	192	254	177
MUC1	1943	4195	1180
MUC12	0	12	0
MUC13	167	0	3
MUC15	4	0	5
MUC16	52343	90487	18088
MUC17	2	1	0
ENSG00000278466	6	12	1
ENSG00000277753	2983	3009	834
ENSG00000224769	32	0	4
ENSG00000231350	54	132	25
MUC22	0	0	0
MUC3A	21	13	0
ENSG00000273822	16715	27876	14267
ENSG00000283158	754	2676	524
MUC5B	259	57	25
ENSG00000277518	95	414	143
MUC7	0	0	0
MUCL1	8	0	0
MUL1	142	57	59
ENSG00000237906	0	0	0
MUS81	146	233	25
MUSK	14	11	0
MUSTN1	0	0	0
MUTYH	149	76	138
MVB12A	70	55	33
MVB12B	23	7	20
MVD	98	131	65
MVK	112	72	63
MVP	433	259	188
MX1	1086	527	948
MX2	700	1187	573
MXD1	7831	11804	6405
MXD3	21	21	26
MXD4	170	11	14
MXI1	576	768	184
MXRA5	1311	3070	1295
ENSG00000235649	6	73	7
MXRA7	6049	8905	4020
MXRA8	63	83	401
MYADM	379	1082	251
ENSG00000239649	0	0	0
MYADML2	0	0	0
MYB	224	152	60
MYBBP1A	182	282	154
MYBL1	83	31	30
MYBL2	148	137	168
MYBPC1	0	0	0
MYBPC2	0	9	0
MYBPC3	4	0	1
MYBPH	0	0	0
MYBPHL	3	0	0
MYC	334	215	484
MYCBP	406	196	174
MYCBP2	1501	1664	672
MYCBPAP	105	66	68
MYCL	150	114	6
ENSG00000204053	0	0	0
ENSG00000228004	0	0	0
MYCN	15	0	0
MYCT1	9	19	3
MYD88	666	1740	320
MYDGF	175	241	178
MYEF2	120	71	27
MYEOV	8	8	5
MYF5	0	0	0
MYF6	0	0	0
MYH1	3	0	8
MYH10	718	1266	204
ENSG00000276480	270	248	164
MYH13	0	0	0
MYH14	1178	1372	383
MYH15	0	0	0
ENSG00000002079	2	0	0
MYH2	0	0	0
MYH3	16	17	30
MYH4	0	0	0
MYH6	0	0	0
MYH7	0	0	0
MYH7B	166	136	88
MYH8	0	0	0
MYH9	8381	11841	4727
MYL1	0	0	0
MYL10	20	19	8
MYL12A	1749	2327	918
ENSG00000254387	1	0	0
MYL12B	3835	5300	1382
ENSG00000260490	3	1	2
ENSG00000227765	4	0	0
MYL2	0	0	0
MYL3	0	0	0
MYL4	0	0	0
MYL5	11	1	19
MYL6	3325	4355	1694
MYL6B	213	398	299
ENSG00000228380	0	0	0
ENSG00000226543	0	0	0
ENSG00000235808	1	0	0
ENSG00000227173	0	0	0
ENSG00000240677	0	0	0
ENSG00000275193	0	0	0
MYL7	0	0	0
MYL9	1452	1574	833
MYLIP	141	215	18
MYLK	350	1660	463
MYLK2	0	0	0
MYLK3	272	267	252
MYLK4	16	64	6
ENSG00000228868	0	0	0
MYL11	4	0	0
MYNN	490	808	355
MYO10	1169	1702	656
MYO15A	36	39	33
MYO15B	338	135	77
MYO16	8	40	2
MYO18A	175	133	227
MYO18B	0	0	0
ENSG00000278372	464	502	220
MYO1A	0	0	0
MYO1B	2431	2046	768
MYO1C	765	587	1273
MYO1D	976	344	352
MYO1E	1094	793	275
MYO1F	127	259	151
MYO1G	19	50	20
MYO1H	2	346	0
MYO3A	0	0	0
MYO3B	515	167	200
MYO5A	1196	962	570
MYO5B	850	1657	283
ENSG00000274680	10	5	0
ENSG00000238245	0	0	0
ENSG00000228656	0	0	0
MYO5C	1428	1404	409
MYO6	1712	927	894
MYO7A	97	162	195
MYO7B	0	0	0
MYO9A	1318	719	495
MYO9B	245	320	160
MYOC	0	0	0
MYOCD	0	0	23
MYOD1	0	0	0
MYOF	4712	6395	2178
MYOG	0	0	0
MYOM1	6	10	3
ENSG00000274137	0	0	0
MYOM3	114	95	89
MYOT	32	0	0
MYOZ1	0	0	0
MYOZ2	0	0	0
MYOZ3	7	14	47
MYPN	29	8	9
MYPOP	68	66	72
MYRF	43	133	0
MYRFL	4	0	0
MYRIP	1	0	0
MYSM1	2978	3218	1140
ENSG00000276876	0	0	2
MYT1L	155	198	148
MYZAP	12	89	0
MZB1	42	36	15
MZF1	191	87	61
MZT1	44	38	35
ENSG00000271264	1	8	6
ENSG00000271404	0	0	0
MZT2A	303	323	140
MZT2B	439	235	116
N4BP1	771	1249	600
N4BP2	808	1232	238
N4BP2L1	52	19	30
N4BP2L2	996	884	482
N4BP3	18	0	1
N6AMT1	242	196	27
NAA10	296	443	11
NAA11	10	0	0
NAA15	1025	1439	606
NAA16	169	88	175
NAA20	135	176	96
NAA25	710	1218	315
NAA30	450	575	103
NAA35	233	59	67
NAA38	464	889	142
NAA40	542	1216	275
NAA50	1726	2839	1433
NAA60	432	65	84
NAAA	125	261	88
ENSG00000285516	13	129	67
NAALADL1	0	0	9
NAALADL2	136	412	210
NAB1	1134	790	578
NAB2	330	230	670
NABP1	2405	3134	1135
NABP2	328	390	107
NACA	4391	5189	2039
NACA2	1	5	0
ENSG00000121089	51	73	8
NACAD	2	8	0
ENSG00000180230	0	0	0
ENSG00000249488	1	0	0
ENSG00000248403	0	0	0
ENSG00000218965	3	4	1
NACC1	171	314	84
NACC2	125	188	20
NADK	302	436	339
NADK2	69	38	89
NADSYN1	674	435	402
NAE1	271	250	181
NAF1	305	340	172
NAGA	270	281	62
NAGK	763	745	334
NAGLU	147	121	29
NAGPA	47	230	52
NAGS	13	1	0
NAIF1	128	99	61
ENSG00000276068	381	208	131
NALCN	44	27	27
NAMPT	2354	3734	2426
ENSG00000229644	23	70	26
ENSG00000249229	0	0	0
ENSG00000261053	0	0	0
NANOG	120	177	128
NANOGNB	4	11	1
ENSG00000226034	0	0	0
ENSG00000256563	0	0	0
ENSG00000270813	0	0	0
ENSG00000176654	17	33	31
ENSG00000231750	0	0	0
ENSG00000228670	0	0	0
ENSG00000271373	0	0	0
ENSG00000237065	37	264	168
ENSG00000231697	34	0	0
ENSG00000227351	1	0	0
ENSG00000276238	0	0	0
NANOGP8	0	0	0
ENSG00000231809	0	0	0
NANOS1	55	27	51
NANOS2	0	0	0
ENSG00000288505	1	0	0
NANP	133	319	285
NANS	326	121	97
NAP1L1	1826	3087	519
ENSG00000254759	11	6	1
ENSG00000229163	0	0	0
ENSG00000213371	0	1	0
NAP1L2	3	0	0
NAP1L3	0	0	0
ENSG00000273562	776	480	149
ENSG00000177173	63	37	34
ENSG00000224816	0	0	0
ENSG00000234145	0	0	0
NAP1L5	23	13	34
NAPA	618	344	364
NAPB	82	203	105
ENSG00000275723	394	566	114
NAPG	479	791	571
ENSG00000278488	732	830	178
NAPSA	39	269	16
ENSG00000131401	79	0	0
NARF	406	413	197
NARS2	55	199	88
NASP	582	893	469
NAT1	10	0	0
NAT10	617	316	144
NAT14	52	87	32
NAT16	6	12	6
NAT2	0	0	0
NAT8	0	0	0
ENSG00000204872	19	0	1
NAT8L	0	0	0
NAT9	481	581	377
NATD1	59	15	24
ENSG00000253937	0	0	0
NAV1	516	1681	494
NAV2	1243	1252	358
NAV3	230	314	517
NAXD	105	174	100
NAXE	707	428	143
NBAS	645	748	754
NBEA	791	978	245
NBEAL1	2210	2167	1348
NBEAL2	603	22	65
ENSG00000258590	6	1	2
ENSG00000223875	28	20	14
ENSG00000158747	411	596	46
NBN	389	649	417
NBPF1	1256	268	313
NBPF10	165	237	418
NBPF11	470	460	244
NBPF12	426	584	230
ENSG00000283342	0	1	1
NBPF14	364	502	269
NBPF15	619	796	274
ENSG00000179571	1	2	0
NBPF19	399	1712	658
NBPF20	147	130	87
ENSG00000231382	0	0	0
ENSG00000205449	16	0	0
ENSG00000272150	15	16	28
NBPF26	149	296	6
ENSG00000227001	12	6	42
NBPF3	184	87	100
NBPF4	0	0	2
ENSG00000243967	0	0	0
NBPF6	0	0	2
ENSG00000215864	0	0	0
NBPF8	75	104	23
NBPF9	1266	1560	1106
NBR1	1013	490	335
ENSG00000198496	77	14	20
NCALD	860	851	1683
NCAM1	133	24	19
NCAM2	6	7	0
NCAN	0	0	0
NCAPD2	671	334	410
ENSG00000230356	0	0	0
NCAPD3	453	165	133
NCAPG	293	367	89
NCAPG2	91	28	38
ENSG00000250290	0	0	0
ENSG00000259749	0	0	0
NCAPH	246	297	106
NCAPH2	137	286	176
NCBP1	440	775	738
NCBP2	590	758	439
NCBP2L	0	0	0
NCBP3	944	576	752
NCCRP1	181	180	114
NCDN	335	260	102
NCEH1	1027	280	226
NCF1	105	11	33
ENSG00000182487	14	0	1
ENSG00000165178	22	5	13
NCF2	554	647	168
ENSG00000275990	60	0	18
NCK1	413	277	152
NCK2	161	279	68
NCKAP1	4883	5857	2413
NCKAP1L	175	83	115
NCKAP5	306	50	66
NCKAP5L	100	94	52
NCKIPSD	75	182	3
NCL	3200	3258	1720
NCLN	175	441	32
ENSG00000213212	5	6	88
ENSG00000234228	0	0	0
NCMAP	143	73	47
NCOA1	1131	958	828
NCOA2	1493	1863	743
NCOA3	2768	3417	1193
NCOA4	4003	2257	1241
NCOA5	170	56	124
NCOA6	3599	4793	1236
NCOA7	5001	4726	4068
NCOR1	2229	3115	1153
ENSG00000240108	4	53	0
ENSG00000265019	0	0	0
ENSG00000233601	0	0	0
NCOR2	1107	779	429
ENSG00000277334	16	6	23
NCR2	0	0	0
ENSG00000236315	0	0	0
NCR3LG1	117	91	34
NCS1	26	54	22
NCSTN	1312	1510	402
ENSG00000219592	0	0	0
NDC1	934	578	123
NDC80	116	228	132
ENSG00000275911	886	856	480
ENSG00000271337	11	6	3
NDEL1	411	979	292
NDFIP1	326	734	266
ENSG00000255892	0	0	0
NDFIP2	257	819	291
ENSG00000288364	0	0	0
NDNF	26	11	6
NDOR1	32	1	0
NDP	1	0	0
NDRG1	2409	7522	1119
NDRG2	357	984	157
NDRG3	279	221	125
NDRG4	58	6	96
NDST1	183	1672	649
NDST2	362	192	72
NDST3	21	32	30
NDST4	5	11	0
NDUFA1	217	100	137
NDUFA10	1046	1922	614
NDUFA11	148	216	199
NDUFA12	244	194	183
ENSG00000225999	0	0	0
NDUFA13	174	195	185
NDUFA2	220	1562	63
ENSG00000273642	377	483	350
ENSG00000267590	0	0	0
ENSG00000254856	1	0	0
ENSG00000213032	0	0	0
ENSG00000259262	0	0	0
ENSG00000262366	0	0	0
NDUFA4	1490	1878	974
NDUFA4L2	4	312	0
ENSG00000236691	0	0	1
NDUFA5	227	186	69
ENSG00000232390	0	0	0
ENSG00000224927	2	0	0
ENSG00000259918	10	0	1
ENSG00000248531	0	0	0
ENSG00000253454	0	0	0
ENSG00000234853	0	0	0
ENSG00000233659	0	0	0
ENSG00000242365	0	0	0
ENSG00000256310	0	0	0
ENSG00000234039	0	0	0
ENSG00000236987	0	0	0
ENSG00000220831	0	0	0
ENSG00000277365	684	1254	524
NDUFA7	146	366	156
NDUFA8	90	83	49
ENSG00000271710	4	20	0
NDUFA9	682	787	555
ENSG00000237406	132	10	23
NDUFAB1	199	539	80
ENSG00000217767	0	0	0
NDUFAF1	31	31	60
NDUFAF2	5	41	16
NDUFAF3	189	203	216
NDUFAF4	67	62	58
ENSG00000259467	2	0	34
ENSG00000213483	29	28	1
ENSG00000236411	0	0	0
ENSG00000231378	0	0	1
NDUFAF5	182	316	88
NDUFAF6	198	283	142
NDUFAF7	194	189	146
NDUFB1	362	473	173
NDUFB10	224	279	177
ENSG00000260870	0	0	0
ENSG00000261624	0	0	0
NDUFB11	240	230	139
ENSG00000283114	0	0	0
ENSG00000231884	0	0	0
ENSG00000234523	0	0	0
NDUFB2	515	700	308
ENSG00000249074	0	0	0
NDUFB3	175	446	17
NDUFB4	724	1631	359
ENSG00000242510	0	0	0
ENSG00000232880	0	0	0
ENSG00000259374	3	0	0
ENSG00000124399	1	1	0
ENSG00000251306	0	0	17
ENSG00000231096	0	0	0
ENSG00000217718	0	0	0
ENSG00000226114	0	0	0
ENSG00000235258	0	0	0
ENSG00000225428	0	0	0
ENSG00000223663	0	0	0
ENSG00000249754	0	0	0
NDUFB5	456	1113	172
ENSG00000251025	0	1	1
ENSG00000214628	0	0	0
NDUFB6	93	309	113
NDUFB7	116	214	2
NDUFB8	472	398	65
ENSG00000258972	0	0	0
ENSG00000270264	1	0	7
NDUFB9	228	212	134
ENSG00000279830	0	0	0
ENSG00000236281	0	0	0
ENSG00000253994	0	0	0
NDUFC1	108	233	11
NDUFC2	126	199	50
NDUFC2-KCTD14	0	0	0
ENSG00000283447	1074	492	546
NDUFS2	355	355	128
ENSG00000285387	599	468	99
NDUFS4	175	415	19
NDUFS5	894	2062	287
ENSG00000218424	5	0	2
ENSG00000234226	0	0	0
ENSG00000233664	0	0	0
ENSG00000251437	0	0	0
ENSG00000230671	0	0	0
ENSG00000255531	0	0	0
NDUFS6	341	366	139
ENSG00000241905	0	0	0
NDUFS7	249	96	158
NDUFS8	219	328	124
NDUFV1	252	378	296
NDUFV2	769	1080	298
ENSG00000267809	7	6	7
NDUFV3	1149	869	2155
NEB	249	95	87
NEBL	749	672	89
NECAB1	32	5	3
NECAB2	0	0	0
NECAB3	132	186	46
NECAP1	443	132	126
ENSG00000178503	0	0	0
ENSG00000234632	0	2	0
NECAP2	552	477	141
NECTIN1	1798	2672	826
NECTIN2	966	1745	752
NECTIN3	53	31	0
NECTIN4	730	1070	253
NEDD1	124	161	95
NEDD4	2319	3870	3000
NEDD4L	1537	2404	1199
ENSG00000285246	624	927	280
ENSG00000285425	0	18	0
NEDD9	1861	2212	2048
NEFH	2	0	47
ENSG00000223489	0	0	0
NEFL	0	0	0
ENSG00000232634	0	0	0
NEFM	0	0	0
ENSG00000224697	0	0	0
NEGR1	413	369	376
NEIL1	155	397	105
NEIL2	7	6	16
NEIL3	138	82	55
NEK1	96	44	60
NEK10	21	24	23
NEK11	179	37	99
NEK2	60	96	75
ENSG00000231565	1	0	0
ENSG00000230450	0	1	2
NEK3	7	18	5
NEK4	631	646	333
ENSG00000280681	0	0	0
ENSG00000264359	0	0	0
ENSG00000270754	0	0	0
NEK5	275	180	155
NEK6	638	227	111
NEK7	597	1131	666
NEK8	152	127	47
NEK9	545	695	356
NELFA	77	270	76
NELFB	57	147	21
NELFCD	851	984	902
ENSG00000206268	227	471	210
NELL1	1	2	1
NELL2	2	0	7
NEMF	1135	2552	584
NEMP1	869	787	372
NEMP2	210	382	41
NENF	313	1170	217
ENSG00000233647	0	0	0
ENSG00000258288	0	0	0
ENSG00000248462	0	0	0
NEO1	1259	537	711
ENSG00000218233	0	0	0
NEPRO	776	733	393
NES	11	0	0
NET1	2615	3004	948
NETO1	2	10	1
NETO2	165	510	164
ENSG00000184494	566	441	228
NEU2	0	0	0
NEU3	144	38	68
ENSG00000277926	2	0	0
NEURL1	8	17	0
NEURL1B	18	48	0
NEURL2	0	0	1
NEURL3	92	78	3
ENSG00000288301	183	210	27
NEUROD1	16	24	64
NEUROD2	162	101	159
NEUROD4	0	0	0
NEUROD6	0	0	0
NEUROG1	0	0	0
NEUROG2	0	0	0
NEUROG3	0	0	0
NEXN	55	56	45
NF1	1441	1431	967
ENSG00000270831	0	0	0
ENSG00000277529	0	0	0
ENSG00000278184	0	0	0
ENSG00000258360	0	0	0
ENSG00000258997	0	0	0
ENSG00000183249	0	0	0
ENSG00000258027	0	0	0
ENSG00000175319	0	0	0
ENSG00000224435	0	0	0
ENSG00000278143	0	0	0
ENSG00000236956	0	1	0
ENSG00000281688	0	0	0
NF2	361	542	252
NFAM1	23	43	196
NFASC	124	30	10
NFAT5	11032	9356	10378
NFATC1	241	36	17
NFATC2	297	79	6
NFATC2IP	388	2696	398
NFATC3	2007	1130	829
ENSG00000285485	46	86	3
NFE2	9	0	0
NFE2L1	867	1179	515
NFE2L2	3681	4821	2766
NFE2L3	719	711	315
ENSG00000267497	8	1	1
NFIA	2796	1051	1155
NFIB	1568	1083	330
NFIC	471	496	398
NFIL3	432	581	326
NFIX	90	67	42
NFKB1	735	1097	332
NFKB2	176	122	137
NFKBIA	2985	4549	1750
ENSG00000282905	132	394	84
NFKBID	88	35	210
NFKBIE	190	242	27
ENSG00000236346	14	0	7
NFKBIZ	1049	1208	681
NFRKB	703	876	151
NFS1	400	338	163
NFU1	54	57	19
ENSG00000230757	0	0	0
ENSG00000233557	0	0	0
NFX1	1181	1508	537
NFXL1	431	242	179
NFYA	698	1163	327
ENSG00000237849	13	0	3
NFYB	174	74	83
NFYC	473	421	78
NGB	0	0	0
NGDN	74	358	78
NGEF	34	17	1
NGF	63	26	228
NGFR	391	50	66
NGLY1	295	314	194
NGRN	1658	2265	847
NHEJ1	149	128	94
NHLH1	0	0	0
NHLH2	1	0	0
NHLRC1	3	0	0
NHLRC2	1586	2165	838
NHLRC3	172	224	69
NHLRC4	0	0	0
NHP2	114	220	17
ENSG00000105988	0	0	1
ENSG00000213786	0	0	0
NHS	983	516	387
NHSL1	729	504	472
NHSL2	208	659	647
NICN1	99	39	38
NID1	606	1776	208
NID2	48	205	24
NIF3L1	281	159	258
NIFK	678	1024	189
ENSG00000214434	1	0	0
ENSG00000251122	0	0	0
ENSG00000256331	0	0	0
ENSG00000261205	17	39	24
ENSG00000268144	0	2	0
ENSG00000251590	0	0	0
ENSG00000259449	0	0	0
ENSG00000237630	0	0	0
NIM1K	46	108	43
NIN	1069	1008	890
NINJ1	180	333	48
NINJ2	170	55	100
NINL	86	7	13
NIP7	202	425	56
ENSG00000232805	0	0	0
ENSG00000213264	0	0	0
ENSG00000218428	43	0	57
ENSG00000288478	300	326	242
NIPA2	560	872	235
ENSG00000225843	0	0	0
ENSG00000241022	0	0	0
ENSG00000254151	0	0	0
ENSG00000236277	0	0	0
NIPAL1	203	220	81
NIPAL2	1901	2437	398
NIPAL3	543	877	280
NIPAL4	8	0	0
NIPBL	4162	3802	2231
NIPSNAP1	608	819	328
NIPSNAP3A	10	50	4
NIPSNAP3B	8	2	15
NISCH	318	111	42
NIT1	255	556	246
NIT2	1138	910	370
NKAIN1	0	0	0
ENSG00000242943	0	0	0
NKAIN2	0	8	4
NKAIN3	1	0	0
NKAIN4	0	0	0
NKAP	318	625	344
NKAPL	1	0	0
ENSG00000233382	19	22	14
NKD1	42	26	20
ENSG00000276920	0	42	0
NKG7	0	0	0
NKIRAS1	123	79	41
NKIRAS2	352	956	369
NKPD1	6	14	1
NKRF	143	111	66
NKTR	1471	1683	1036
NKX1-1	0	0	0
NKX1-2	164	402	106
NKX2-1	1	7	0
NKX2-2	0	0	0
NKX2-3	0	0	0
NKX2-4	0	0	0
NKX2-5	11	0	0
NKX2-6	0	0	1
NKX2-8	3	0	0
NKX3-1	239	100	84
NKX3-2	0	0	0
NKX6-1	0	0	0
NKX6-2	49	28	114
NKX6-3	0	0	0
NLE1	103	28	51
NLGN1	0	15	0
ENSG00000283859	108	30	32
NLGN3	10	0	53
NLGN4X	14	24	20
NLGN4Y	376	308	266
NLK	467	315	241
NLN	356	388	140
NLRC3	90	53	63
NLRC4	7	0	20
NLRC5	295	150	245
NLRP1	364	1516	1281
ENSG00000276780	0	0	0
NLRP11	11	4	2
NLRP12	70	74	32
NLRP13	0	0	0
NLRP14	0	0	0
ENSG00000275399	273	1843	259
NLRP2B	0	3	0
NLRP3	15	252	8
ENSG00000277883	16	0	23
NLRP4	0	0	0
NLRP5	0	2	0
NLRP6	0	0	6
ENSG00000277071	137	275	2
NLRP8	30	8	17
NLRP9	0	0	0
ENSG00000256581	0	0	0
NLRX1	88	678	10
NMB	164	771	50
NMBR	0	0	0
NMD3	1327	2190	724
ENSG00000226342	0	0	0
ENSG00000231504	1	1	0
NME1	839	2057	357
NME1-NME2	5	27	0
ENSG00000237175	0	0	0
NME2	2678	4716	1405
ENSG00000123009	0	1	0
NME3	249	206	305
NME4	658	560	318
NME5	3	0	0
NME6	267	309	154
NME7	270	516	226
NME8	11	0	0
NME9	1	3	4
NMI	292	75	263
NMNAT1	281	427	157
ENSG00000259167	0	0	0
ENSG00000225719	0	0	23
ENSG00000238077	0	0	0
ENSG00000248745	0	0	0
ENSG00000259573	0	0	0
NMNAT2	9	138	301
NMNAT3	5	141	32
ENSG00000274684	118	250	84
NMRK1	126	91	39
NMRK2	0	0	0
NMS	0	0	0
NMT1	580	531	160
NMT2	175	101	103
ENSG00000242752	0	0	0
ENSG00000241225	0	0	0
NMU	0	0	0
NMUR1	59	91	27
NMUR2	85	80	313
NNAT	34	46	19
NNMT	70	143	67
NNT	965	598	390
NOA1	372	895	174
NOB1	220	134	100
ENSG00000285328	0	0	0
NOC2L	109	254	62
ENSG00000213225	22	0	0
